{tclvariable 
	{energy {-2471.42140171}}
	{191 15.186912 3.344341 9.278349 0.734879710129 0.607308760449 0.192301924147 0.232696908213 -1.26804846036 -3.51790856966 -3.30979602276}
	{192 12.474144 1.860698 7.04408 0.565755934804 -0.31074696419 0.0460069946983 -0.762390912144 -4.76542437053 28.9546407332 -18.9013081375}
	{193 10.377378 7.006657 4.833526 0.351159018074 -0.530057027282 0.191295009846 -0.747752038487 -1.24196147108 -3.43378981834 9.90865763154}
	{194 14.890087 9.378716 2.185094 0.72734480312 0.683759814918 0.0401849891226 0.0427459884294 5.19551470364 -6.80972293777 90.7905312965}
	{195 14.078784 8.105985 11.077106 0.668567867739 0.53349389446 -0.323135936075 -0.40494991989 4.14828716548 -0.165408167999 12.6757147383}
	{196 9.977651 10.827862 1.065654 0.763733587481 0.19452589493 0.15192591794 0.59648067782 -7.07519568548 8.95168512821 -2.44887665669}
	{197 7.041085 2.366926 6.4894 0.824697000962 0.217920000254 0.133333000156 0.504587000589 20.1288278508 -23.9109827403 -6.92921782503}
	{198 15.292353 10.853944 10.803519 0.637576917993 0.322301958545 -0.315676959397 -0.624471919679 -2.64681805537 -22.5316700687 14.3713097447}
	{199 1.92516 2.455965 0.789476 0.704317026862 0.263786010061 0.231154008816 0.617189023539 1.09787028033 2.05982896696 -0.766617498321}
	{200 10.013988 15.098147 1.064921 0.713731261561 0.681027249576 -0.112991041408 -0.118417043396 -11.9598482587 6.95602244066 17.6140085199}
	{201 15.538656 3.853159 7.315786 0.778979692005 -0.353880860082 -0.500157802246 0.133420947248 -11.0164318412 -9.0947247947 -20.0038208385}
	{202 11.546364 1.817678 2.529066 0.71027990206 0.422674941718 0.287854960308 0.4837229333 6.03646425448 2.35595638782 -7.87642791699}
	{203 5.316828 9.892359 9.557496 0.8726231259 0.300479043353 0.125355018086 0.364043052523 -22.1895720941 12.6922782954 6.13367833111}
	{204 3.515388 2.457042 4.179229 0.813934014248 0.332212005815 -0.180103003153 -0.441259007724 3.72250347317 1.71758041429 -1.06476444413}
	{205 2.12024 5.55177 0.211342 0.957622117285 -0.177139021695 -0.211102025855 0.0837710102599 -18.0424829855 66.078031546 0.626294964701}
	{206 6.356895 8.949403 15.789055 0.798966118007 0.421158062205 0.200176029566 0.379748056089 30.57496178 -5.41868117559 7.11347093112}
	{207 11.43419 15.056035 13.564939 0.824190345239 -0.393554164853 -0.144922060705 -0.380556159408 -1.98334646333 -8.91576183515 9.26537502186}
	{208 3.717514 12.694294 13.408897 0.801898112933 -0.288223040591 -0.061541008667 -0.519711073192 2.38291127498 5.7802196262 -8.64782924542}
	{209 12.460994 15.825449 13.309541 0.993145823717 -0.0403159928439 -0.0491519912755 0.0980819825904 26.2346061784 11.0737256061 1.98385359007}
	{210 15.029943 12.990329 6.216692 0.739952028876 -0.317674012397 -0.0353220013784 -0.591867023097 3.5882939487 -0.463448864705 6.15728150641}
	{211 11.375739 8.380873 2.213085 0.939349802006 -0.222355953132 -0.253687946528 0.0618239869689 33.7083650086 37.3344192557 -7.64366196781}
	{212 0.314363 12.821015 0.026928 0.758383334504 0.533162235165 0.215646095116 0.306740135296 -1.07181936442 -3.16634838237 6.93812996779}
	{213 2.562014 11.31426 15.791458 0.739178746962 -0.290356900604 -0.560549808111 0.234715919651 6.83812751021 17.5101763718 -9.00849187912}
	{214 2.712519 2.765646 7.206672 0.803518151223 -0.209745039474 -0.466262087751 0.304902057383 0.0132123624686 0.972464750678 -3.96837943878}
	{215 13.753472 2.771708 15.474089 0.971224573169 0.190871916116 -0.027468987928 -0.139771938573 6.95390596782 -5.01336752449 -2.35248430732}
	{216 3.122996 10.985229 12.130351 0.731374755054 -0.312086895479 -0.567884809809 0.212601928797 -1.17228790921 -2.27717256557 6.59773254625}
	{217 11.257549 12.517757 2.746385 0.562905726507 -0.651684683373 -0.0338969835308 -0.507242753551 -30.2306657429 16.2450245288 -3.20881122917}
	{218 11.503505 3.128468 8.884661 0.801004836869 0.592483879336 0.0509969896141 0.0689449859588 6.10905256089 -2.92092727824 -0.684224888618}
	{219 8.1256 6.468278 6.653091 0.691911954354 -0.613181959548 -0.268371982295 -0.270632982146 -25.4002613545 -14.5985846175 -4.08069648987}
	{220 11.16321 2.192212 13.291291 0.546492344391 -0.325300204999 0.0551720347685 -0.769728485071 11.972374504 -26.886026796 -1.78529642533}
	{221 0.066111 3.469822 0.055552 0.855916133992 0.516943080926 -0.00688600107799 -0.011402001785 -0.680591391154 -1.17532908497 1.08690140324}
	{222 0.707715 15.795934 4.823497 0.71347231536 -0.456563201804 -0.068603030323 -0.527068232968 2.23537119497 0.345097902115 -3.42022640723}
	{223 15.673768 11.56945 11.997215 0.769968866088 -0.51771190996 -0.234237959262 -0.290266949517 -10.6845528488 -1.69761225288 1.23203980387}
	{224 3.886342 4.965925 3.705092 0.6465221448 0.528742118421 -0.348156077976 -0.425709095345 -10.7543349825 15.2296517792 -23.6215920809}
	{225 15.13637 8.625505 6.966245 0.690248177889 -0.519945133999 -0.0851700219498 -0.495944127813 11.0449159403 -1.12189426715 11.1762706222}
	{226 15.817179 15.534783 15.760969 0.906646036937 -0.255351010403 -0.320011013037 0.101891004151 -1.81650971796 2.23264234841 -4.01744707312}
	{227 9.281931 1.702756 7.269411 0.850477892019 0.519050934099 0.0444289943591 0.0727979907572 0.186992364412 -0.0218720984255 1.86496121143}
	{228 13.164526 0.187619 5.622971 0.565435192647 -0.263840089892 0.0421290143536 -0.780318265858 29.6050633121 -49.1712955934 -31.2556921168}
	{229 1.355603 8.829882 12.360803 0.698986070822 0.29638803003 0.254069025743 0.59918406071 3.35509181988 33.0342167684 -1.40098128644}
	{230 11.324464 15.254551 2.621671 0.844231061536 -0.419559030582 -0.306577022346 -0.131357009575 -23.0317379438 -25.875828981 -41.3052979475}
	{231 1.728229 1.934619 12.373208 0.938684251953 0.226421060774 0.0609690163647 0.252761067844 -1.98468871713 0.559696736033 0.604936320226}
	{232 12.883694 13.268565 5.370226 0.737012132771 -0.364469065658 -0.549316098958 0.149088026858 5.03417896181 -4.84094646649 6.22003634681}
	{233 5.344851 13.93252 5.169199 0.994243881728 -0.075900990971 -0.0755909910079 -0.0020359997578 -3.24421038169 -8.00395070256 -19.9754944368}
	{234 10.45881 15.100806 14.419638 0.759092804876 0.650981832666 0.000569999853482 0.000664999829062 -9.64666780341 -8.00378762064 9.24315152994}
	{235 6.392316 3.553288 14.237453 0.821838275884 0.552183185363 -0.0782280262605 -0.116430039085 -49.535979402 25.9355998153 12.0413138978}
	{236 12.412014 6.735433 14.980899 0.552916033683 -0.561984034236 0.0296350018053 -0.614475037433 10.8115783775 -7.58056004961 -10.5797142708}
	{237 5.842427 6.563622 13.986604 0.710901981737 -0.542375986066 -0.441775988651 -0.0726679981332 27.5176989723 22.7942542924 -45.4196670985}
	{238 7.810796 6.093962 15.189637 0.646153769011 0.612295781115 0.313382887971 0.330711881776 -14.0564470166 -4.1426660923 -9.63257739066}
	{239 12.480026 6.735158 2.211539 0.611873236608 -0.207879080386 0.0228240088259 -0.762808294974 9.91323226573 -1.86321806552 -4.95657380121}
	{240 13.30672 6.160627 10.629415 0.747472875198 0.225346962375 -0.180375969884 -0.598303900104 -1.49667274788 -8.84426220607 0.617568330852}
	{241 0.252172 4.959525 7.118945 0.830920716539 -0.434534851762 -0.327149888396 -0.117145960037 23.125751072 5.26697786156 -7.2918067614}
	{242 14.289275 8.601806 8.149047 0.864680678196 0.475438823058 0.0781149709283 0.142067947127 -5.57188124156 -4.32063908043 -3.42872484557}
	{243 0.820786 8.210213 14.779167 0.574377275321 -0.448740215099 0.038937018664 -0.68352532764 -14.1313594845 11.5712754305 3.50747743305}
	{244 3.712826 2.836737 7.991208 0.864320926108 0.479508959006 -0.0736059937073 -0.132674988657 -6.26910554377 14.7040730475 7.21677928923}
	{245 5.531338 8.825779 3.940302 0.921928948753 -0.289296983919 -0.206467988523 -0.154029991438 0.183041770718 12.6734321167 -7.02809959848}
	{246 3.716012 5.682001 5.29572 0.72980410926 -0.448701067176 -0.0797180119347 -0.509606076294 -18.8117876449 -3.57638908149 -8.32629625944}
	{247 8.594139 10.966005 1.143165 0.854939181322 0.512504108695 -0.0411920087363 -0.0687150145736 0.267551444982 -7.63740765644 -9.65995330332}
	{248 0.236165 15.581784 11.334404 0.495455020084 -0.676867027438 0.0313020012689 -0.543503022032 -1.10418941484 19.9998259649 2.96885196647}
	{249 2.567557 10.870779 8.225042 0.355048072537 -0.670471136979 0.184568037708 -0.624775127643 1.67621462281 -7.56842328107 16.9465137323}
	{250 3.639919 1.743486 10.002964 0.78217896204 -0.496068975925 -0.214430989593 -0.310049984953 -1.65586728959 42.2713227074 -71.1049209179}
	{251 12.840569 4.470653 10.637403 0.967060126508 0.240666031483 -0.0200230026193 -0.0804590105254 8.96524587893 3.43174475025 4.65405518872}
	{252 11.903727 9.923819 2.168949 0.60786876433 -0.540020790635 -0.01173599545 -0.582009774355 -14.7765928388 -14.8391479959 4.47677080617}
	{253 12.655151 0.041776 2.748786 0.883120254611 0.341694098513 -0.116002033444 -0.299812086438 -5.33429288786 -6.00075786822 -2.4317636894}
	{254 14.627805 14.393814 6.96886 0.446145798936 -0.222738899619 0.0710259679908 -0.863884610674 -18.7059985987 -59.326298482 40.2289443589}
	{255 1.383255 0.260412 9.114428 0.890978077572 0.311336027106 0.109022009492 0.311997027164 8.60925572502 -6.14263117643 -8.3805882536}
	{256 0.574679 7.171632 6.510718 0.902616817417 0.137864972112 -0.0615679875459 -0.403094918461 20.3525006743 -29.080478775 28.0309970623}
	{257 1.964432 8.899919 14.24608 0.79908203549 0.369868016427 0.199100008843 0.430145019104 -12.1819055397 26.7272055404 17.4712619626}
	{258 3.294116 10.453446 9.47915 0.679750111132 -0.622561101782 -0.231924037917 -0.310755050805 -8.58900855223 -9.29338215338 -14.65922003}
	{259 1.241693 4.634756 6.143475 0.70920588803 0.441249930335 0.290466954141 0.466855926293 1.59088689806 0.194253595705 -20.1416776272}
	{260 0.030959 7.090681 9.472611 0.73060702687 -0.307011011291 -0.569325020939 0.218693008043 9.65851969542 12.6924726332 -26.1876325753}
	{261 2.142387 7.586582 13.111156 0.879342515356 0.232125872065 0.106120941512 0.402010778434 8.0381445795 -0.742306557056 -2.71480235841}
	{262 3.799717 1.447546 3.205519 0.393830098322 -0.163332040777 0.0640740159964 -0.90228322526 -8.21448039275 14.5772266801 9.17048038596}
	{263 5.923766 9.106879 9.262163 0.723350867408 0.597530890471 -0.220360959607 -0.266760951102 17.4646382304 -23.5050542083 -24.7382022971}
	{264 13.648008 8.924302 4.6623 0.693599181535 -0.526821137884 -0.0947850248079 -0.482074126173 11.0519928353 -2.47701623943 -5.66354957284}
	{265 12.991355 2.1796 9.302188 0.74309390388 0.580118924961 -0.205271973448 -0.262938965989 -9.25047988057 16.0440525963 -0.128401929615}
	{266 15.056056 2.661897 15.451601 0.727102791267 0.612926824044 0.199325942779 0.236455932119 27.911314546 14.152169389 2.27706897497}
	{267 15.353088 6.197315 1.683709 0.810832745064 0.198504937587 0.130925958835 0.534793831854 10.7980982619 13.8341517998 -1.25393940616}
	{268 5.698189 3.830842 0.306905 0.622985906021 -0.618942906631 -0.0863279869772 -0.470473929028 -4.48679055402 11.7471552125 -8.03209076853}
	{269 6.496866 11.237682 15.457148 0.798714132767 -0.410566068247 -0.439060072983 0.0267860044525 31.492137594 46.7477468868 7.9632500201}
	{270 6.022057 6.558892 11.237592 0.718396649104 0.66630067455 -0.135918933611 -0.146545928421 6.40503449731 -4.92115299376 -8.10290790457}
	{271 1.338516 6.68174 8.307419 0.587143320229 -0.549996299969 0.00316200172456 -0.593933323932 10.9863212974 -3.59446726917 25.9761012319}
	{272 14.451476 9.588469 0.060499 0.711899800586 -0.586499835712 -0.230945935308 -0.309645913263 -3.98588254173 0.0302703410562 -3.36755520273}
	{273 0.24545 4.0135 12.231321 0.912906057441 -0.204986012898 -0.304561019163 0.178398011225 5.70523630486 6.15635442501 -2.2721389537}
	{274 9.702876 7.80708 5.911925 0.685308681073 0.456427787589 0.314564853609 0.472307780199 9.39540219521 28.9961563349 -34.7812159181}
	{275 0.723095 9.432729 4.212617 0.85021080126 0.482438887228 -0.103983975693 -0.183252957164 13.740801073 0.951249170511 8.50197024937}
	{276 5.039024 5.195599 4.386678 0.717147057615 -0.579826046583 -0.336514027035 -0.190421015298 -2.30535777121 19.3529528553 -28.0122233421}
	{277 14.075428 14.876552 1.781991 0.830950622686 0.50685376985 -0.119452945759 -0.195834911076 12.4424052301 4.21074267157 -2.03754123833}
	{278 7.569429 3.657948 14.873895 0.651402154621 -0.266667063298 0.0115220027349 -0.710233168586 30.6527619675 -41.405017869 13.2140216659}
	{279 4.167799 9.622552 7.50794 0.670242927768 0.537270942098 0.32021696549 0.399468956949 10.9569281539 8.53417190389 -18.8520003055}
	{280 5.201358 7.37356 11.80626 0.770831986035 0.53871899024 0.194767996471 0.278684994951 43.6344021307 -9.87640140097 -38.729757599}
	{281 8.906925 9.912682 12.242288 0.722330221302 -0.263337080679 -0.0160690049231 -0.639245195847 12.9814211025 -7.86534298412 7.89253452142}
	{282 11.880867 12.01679 13.008827 0.648500205281 0.569552180291 0.333266105495 0.379462120118 14.4721258504 12.1811026579 -18.2731929674}
	{283 1.659667 12.827144 0.055973 0.830476283096 -0.413800141058 -0.18026606145 -0.326470111288 -1.14072587129 -1.16081314948 4.33516786204}
	{284 9.378115 14.149732 14.195126 0.736050121927 0.674708111765 -0.03700600613 -0.0403700066873 19.6271456735 -3.53261782531 -6.26675911749}
	{285 3.362912 15.75051 8.713205 0.803433226252 0.592248166781 0.0362730102147 0.0492080138573 20.6213468585 16.7537333503 7.31466720923}
	{286 3.624651 15.436449 11.123019 0.920624211397 -0.228091052375 -0.294509067626 0.117004026867 27.9544649635 -5.41777387267 44.899397665}
	{287 4.942328 2.507303 14.545949 0.795283099422 0.557131069649 -0.137140017144 -0.195761024473 -4.15883448077 0.797834369777 0.718554037488}
	{288 13.203444 8.318214 15.552233 0.471696923194 -0.306648950069 0.0831249864648 -0.822531866068 -7.72069668775 3.12074138307 -13.9982197343}
	{289 12.790589 2.654879 5.923037 0.784655774545 -0.272131921808 -0.504963854909 0.235097932449 4.92700054294 -5.68274065839 42.2805393889}
	{290 1.922793 15.568419 12.969578 0.466871123163 -0.495910130823 0.107175028273 -0.724305191075 -1.2190827534 -14.8773140224 -1.12887894447}
	{291 15.61114 10.105468 3.137466 0.786717080332 0.551310056295 0.159385016275 0.227442023224 38.6693700775 16.4446174639 -37.3415160917}
	{292 6.841752 6.64062 12.874655 0.556912191107 0.526037180512 -0.441359151455 -0.467264160344 7.84409027673 -12.1923423878 10.0698225154}
	{293 0.12462 13.380129 2.417318 0.518449880108 -0.69374683957 -0.0127319970557 -0.499762884429 -5.4098510193 4.02036961799 36.304316428}
	{294 0.781114 14.179387 7.274212 0.774217162009 0.63262513238 -0.0122240025579 -0.0149600031305 4.24018915849 2.3658086878 -13.3688444964}
	{295 3.550936 5.250168 11.66771 0.629621768834 0.530660805167 -0.365683865739 -0.433878840701 6.38155829703 -28.3862181849 8.56692918283}
	{296 14.223145 15.123358 9.4137 0.804521158762 -0.345676068215 -0.467650092285 0.120653023809 -0.643120256191 4.22599927431 -4.04543109656}
	{297 3.101215 6.379459 12.432238 0.819069853608 -0.250556955218 -0.457294918268 0.239221957244 -9.00514205096 20.1567023991 -12.7557251649}
	{298 10.121633 6.76468 6.711722 0.391959974519 -0.573051962747 0.162112989461 -0.701211954415 3.38671071377 -34.4804240822 17.0704797609}
	{299 10.025139 6.014312 13.65971 0.86059983724 -0.351805933465 -0.36774593045 0.0190639963945 28.3617806459 14.279630292 42.8842454547}
	{300 10.296443 2.529753 3.218513 0.432971882329 -0.162649955796 0.0557729848423 -0.884855759519 19.4931559592 -5.33976345978 -4.60126114661}
	{301 4.754488 1.055895 1.569927 0.708366064904 0.641653058791 -0.197447018091 -0.217976019972 17.9866739688 -5.75786431416 -10.7885881597}
	{302 3.174681 9.204212 14.834423 0.844541141398 0.341459057169 0.154619025887 0.382425064028 0.304963542818 -0.671419908225 2.68105602952}
	{303 12.412202 8.975186 4.524593 0.955824709876 -0.147665955179 -0.203577938207 0.152150953817 -17.3869182387 -12.1516125293 -7.23775888021}
	{304 2.330013 14.71226 0.706604 0.907918879462 0.273286963718 0.0915999878389 0.304313959598 6.39146229354 -5.14609873527 -6.1978779119}
	{305 4.124757 10.768032 2.699143 0.876121981328 -0.374044992029 -0.255404994557 -0.165132996481 19.7200042255 -13.0492153391 19.1111269994}
	{306 15.693782 7.765388 4.203539 0.852273002058 0.309309000747 0.143915000347 0.396544000957 -22.0771824062 -17.1165175531 -40.680683093}
	{307 5.722454 1.932521 6.292817 0.936793467265 -0.183042895907 -0.098464944005 -0.281456839941 35.5605854788 -12.1991047669 11.5763137748}
	{308 12.328832 12.418261 15.303653 0.736993781789 0.273864918913 0.215240936271 0.579231828499 -2.70354586483 3.33869101625 7.20911626973}
	{309 12.701427 7.118821 5.730675 0.885765306998 -0.200030069329 -0.345698119816 0.236433081946 -7.2917493345 -50.4329465658 17.9265222983}
	{310 13.854496 14.041705 8.369243 0.702120176116 0.606267152073 -0.244071061222 -0.282660070901 -39.5769975104 30.9410718733 6.04181121083}
	{311 5.968255 11.56285 10.207931 0.882527035037 0.453797018016 0.0564050022393 0.109694004355 5.07181565037 -3.91422122495 -3.58324294456}
	{312 11.056131 12.869348 11.031767 0.674192739033 -0.554295785442 -0.0938369636775 -0.478972814599 12.1885402405 -14.3513982725 15.892741506}
	{313 4.094242 9.841771 13.864236 0.855443052446 0.502130030785 -0.0641970039359 -0.109368006705 11.2578293026 -13.6293183541 -24.6504345402}
	{314 11.226552 7.995498 4.782037 0.914412313948 -0.273630093946 -0.296101101661 0.036067012383 3.19402625248 -12.9547407982 17.6488650532}
	{315 15.332645 15.522161 13.30932 0.68192078081 0.65833878839 -0.221359928848 -0.229289926299 -6.4518247312 3.75661369059 -15.3971830469}
	{316 1.010524 8.020231 7.079969 0.572219743232 0.465747791009 -0.426109808795 -0.523520765085 -7.29668437562 41.8577247173 -29.3753604935}
	{317 10.139419 1.28176 15.683149 0.980593375988 -0.136678052406 -0.140047053698 0.0119400045781 0.497896573009 1.19036363821 1.37277153633}
	{318 14.030137 10.160449 1.605514 0.889425680771 -0.244493912247 -0.351583873811 0.159791942648 -11.4360614171 -7.74324978624 -12.3349789028}
	{319 2.198701 4.966303 9.385003 0.30447585304 -0.611331704931 0.237305885461 -0.690835666557 5.99461818441 -11.0158771049 -7.49521797854}
	{320 7.78013 10.470042 14.225919 0.789180667228 0.606790744136 -0.0578219756184 -0.0752029682894 -32.6580500853 -10.7157133953 -33.2946446006}
	{321 10.3218 13.952298 8.502563 0.775029122579 0.629345099538 0.0359620056878 0.0442870070045 17.0658008949 5.33907213417 1.90490947819}
	{322 15.067844 11.610074 6.435699 0.909136314435 -0.0995060344153 -0.218561075592 0.340295117695 -11.3962410854 -6.74737071868 -5.52814124476}
	{323 2.397575 9.207953 0.342212 0.6454111959 0.569528172867 0.336782102223 0.381654115843 0.110196631312 -16.8817032998 12.7561322519}
	{324 5.478995 9.227104 5.841691 0.497432841047 -0.435294860903 0.0868339722524 -0.745344761827 17.718339601 33.4418497824 -24.9877298883}
	{325 12.601173 12.156566 3.679964 0.426287062537 -0.308937045321 0.101606014906 -0.844105123831 6.67718900561 -35.1632928725 24.9315212786}
	{326 8.737424 15.831181 3.925371 0.744814189343 0.650691165415 -0.0972580247245 -0.111327028301 27.6734655494 -10.2685042663 12.895145089}
	{327 15.138253 2.400565 10.339174 0.673745743909 -0.625022762428 -0.21215391936 -0.332270873704 -5.30267221552 0.542271358089 -5.72847757129}
	{328 14.789208 12.906502 13.494566 0.44389411671 -0.504848132736 0.123054032354 -0.730030191941 12.4880166828 -29.7483920347 -33.3557506492}
	{329 15.770665 7.444666 10.525155 0.769326108888 0.600457084987 0.134221018997 0.17196902434 6.37135925674 0.811195773027 0.0414165706243}
	{330 9.191216 14.138616 10.517246 0.541035994544 -0.279833997178 0.0525689994699 -0.79133399202 1.48785763447 -16.6142176486 21.2488810167}
	{331 14.970437 7.659077 1.65325 0.820303722908 0.44337785023 0.171781941973 0.317818892643 -19.0034932798 -73.7318347505 -19.144307626}
	{332 11.331717 13.921726 8.143664 0.860290712543 0.493636835056 0.0633899788189 0.110472963087 -1.98034445821 -2.80291145175 -7.27882721948}
	{333 11.63721 11.317497 9.326059 0.920208682546 0.270949906527 -0.0797909724736 -0.270989906514 12.2066001579 0.716948495951 7.02273465464}
	{334 14.761303 11.280444 14.903613 0.876215648547 0.231914906978 0.108089956645 0.408384836196 -7.51060310975 12.8315003903 26.0962977167}
	{335 4.25766 2.28874 7.186222 0.807965139412 0.470502081184 -0.178499030799 -0.30652605289 11.3070270029 -14.5773564633 -6.05554844366}
	{336 10.454792 7.265424 0.343303 0.748041949485 -0.508181965683 -0.155510989498 -0.397492973158 -6.88966797093 -10.2678305042 22.9269829815}
	{337 9.103423 2.677296 1.841778 0.978997151992 -0.146898022806 -0.138111021442 -0.0301810046857 -6.1728172734 8.44044356999 -5.09263047677}
	{338 0.336827 8.110874 9.118296 0.562034422132 0.513492385673 0.437360328492 0.478705359545 0.546459362566 4.97449828467 26.9751198329}
	{339 1.464199 9.392584 5.234636 0.787228184757 -0.291036068304 -0.501778117764 0.209257049111 -5.76316725527 5.02111689913 -11.665104892}
	{340 2.109656 1.129422 6.913087 0.393304715248 -0.357181741401 0.128874906695 -0.837331393773 12.3262578894 -12.3095040813 -1.93536207724}
	{341 9.525095 3.758799 4.052286 0.663067174924 0.258221068121 0.254969067263 0.654717172721 -28.4565887181 -33.5258608509 0.0606996497979}
	{342 4.010298 7.568562 15.366792 0.780641360714 0.223869103444 -0.160853074326 -0.560899259177 -7.64082779558 -5.72265013216 -3.60326792092}
	{343 12.8687 14.669156 4.122337 0.919413867425 -0.257072962931 -0.291878957912 0.0582949915941 48.8043624964 90.6250170476 -1.65714580794}
	{344 0.027487 0.691 12.154698 0.800638649832 0.556363756668 0.126880944507 0.182587920143 -7.30853651703 9.56547627345 3.86019553051}
	{345 3.606174 2.021296 14.313958 0.857757983198 0.331464993507 -0.141627997226 -0.366501992821 16.7150073708 -19.1488121099 -11.4538045513}
	{346 12.565724 8.631746 11.951587 0.655777946087 0.613936949526 -0.300272975314 -0.320737973631 -0.647034301248 -1.83685359083 0.536880579052}
	{347 13.474527 4.549611 1.588217 0.717418122324 -0.447600076319 -0.530358090429 0.0607100103514 -3.21557158006 0.498949751514 4.39602915642}
	{348 1.516997 7.540792 14.2501 0.417895903521 -0.443220897674 0.134383968975 -0.781574819559 11.9862194482 -3.38760122564 -10.1817033466}
	{349 4.765021 7.039407 3.522127 0.774323259056 -0.453867151845 -0.134721045072 -0.419855140466 10.5965778753 -4.5389692804 4.41031854621}
	{350 8.232852 6.358724 2.214872 0.61269312964 0.585020123785 -0.366959077645 -0.384317081318 -23.5576737403 37.5073695263 10.4567112495}
	{351 14.326207 10.178594 10.453843 0.712582996979 0.640747997284 0.19107799919 0.212500999099 11.2049463718 11.2943137791 -3.38582300337}
	{352 4.446239 15.308796 5.397736 0.891013697629 -0.262591910888 -0.348497881735 0.125256957493 -22.5951655319 -25.0509630141 1.70488887661}
	{353 12.609576 3.624247 1.259001 0.608658041291 0.454670030845 0.389144026399 0.52093903534 -11.8027183262 -28.8305909946 -1.46637594265}
	{354 8.09678 13.417732 0.933165 0.423371000824 -0.453580000882 0.132542000258 -0.772952001504 8.41526488939 14.2120161144 -27.1282919361}
	{355 12.152619 12.317266 11.603058 0.605189885657 0.402500923953 -0.380357928136 -0.571896891948 1.47619386486 -1.22114067077 12.2169465029}
	{356 14.433764 14.801024 0.057504 0.797716121465 0.340435051837 -0.195372029748 -0.457802069707 -14.5893939188 12.1263600694 -7.71929303416}
	{357 5.086576 13.278566 9.626283 0.678229944516 0.387487968301 -0.309738974661 -0.542142955649 -7.52743287694 10.5033887998 -6.38574868261}
	{358 8.953947 0.575575 15.732407 0.693009826801 -0.378056905515 -0.594200851496 0.154063961496 -1.16917584673 4.46191585098 -3.47439176716}
	{359 0.417325 6.73932 14.51678 0.409931935434 -0.509810919702 0.146940976856 -0.741927883143 9.33346102153 26.5395133855 -19.0385492762}
	{360 10.991872 12.079782 13.90315 0.805327695115 0.517227804185 0.156550940732 0.24375090772 -57.4871996505 -0.0854873530443 20.2955079517}
	{361 5.952219 3.03248 6.032545 0.710478234979 -0.320052105852 -0.0201270066567 -0.626404207173 -32.7579385151 0.9544552679 9.77133472435}
	{362 8.109038 4.060339 13.922076 0.763538765089 0.598163815969 0.150059953832 0.191547941068 3.47622607443 8.05764335594 -27.1810761636}
	{363 7.629655 10.996504 9.823071 0.971943460787 -0.156136913379 -0.170585905363 0.0429839761534 6.729649623 10.6681919979 -0.997139977584}
	{364 5.183187 8.592317 0.741682 0.699984834958 -0.590928860671 -0.19785395335 -0.348823917755 -23.8176807247 13.0703216739 1.80455285715}
	{365 4.8534 10.789231 5.799975 0.8748867035 -0.291642901162 -0.118967959682 -0.367918875312 -8.64262081748 3.39568352602 -2.17846405952}
	{366 0.528869 13.574067 13.505536 0.862013787397 -0.374091907736 -0.187750953694 -0.285896929488 -4.95049343966 -11.8890799264 10.6168670592}
	{367 5.763181 3.636373 2.76439 0.71844396893 0.311453986531 0.247381989302 0.570645975322 18.4141153588 -3.32977369302 -0.94177199778}
	{368 3.07585 3.795411 13.156109 0.962683474063 0.180955089109 -0.0371750183064 -0.197772097391 16.6275872619 1.58302310274 -2.15678234921}
	{369 0.187396 2.796937 8.393914 0.666151799821 0.578719826094 0.308535907285 0.355148893278 -1.76678931683 -32.3800307351 -14.3159260967}
	{370 8.283478 14.655549 7.846721 0.985066743393 0.0949469752666 -0.0137799964104 -0.142963962758 -25.6505531292 -19.6107916195 4.28555073408}
	{371 14.736755 15.245061 5.965341 0.695309041031 0.35993702124 0.285985016876 0.5524520326 10.3958931503 18.8642986403 4.54801311432}
	{372 7.166994 9.461529 5.835078 0.508335141854 -0.184879051592 0.0454610126862 -0.839850234366 2.35466368424 5.86064475565 -1.84585479029}
	{373 5.275954 7.274226 15.105198 0.714419641696 -0.523423737486 -0.119577940028 -0.448701774962 -17.8425876012 9.4824814229 -9.18739247972}
	{374 11.34017 5.710551 1.573534 0.360882896817 -0.3105769112 0.128451963273 -0.869945751266 26.8872456284 19.9217045483 -12.8220731862}
	{375 15.084913 14.135497 4.745717 0.917470806935 -0.225590952529 -0.300489936767 0.130620972513 24.5307818372 47.0035606395 -65.0549074954}
	{376 8.920541 12.055842 13.005519 0.634564018115 -0.596340017024 -0.0795720022716 -0.48515501385 -5.71090161444 -2.16217287991 -7.48092436725}
	{377 4.60695 10.328825 14.695447 0.840773658239 0.490264800715 0.115681952977 0.198387919358 -50.3528460332 -6.76177228335 2.33611147229}
	{378 0.67639 14.456475 8.459339 0.701616200351 -0.374542106953 -0.586148167378 0.15454204413 4.82866457119 -0.00899955963345 -0.586240665979}
	{379 12.581789 1.08404 1.256819 0.772044800617 -0.4119978936 -0.0986339745275 -0.473788877643 2.93306055209 1.5933187984 -1.31908179159}
	{380 5.449873 1.30397 14.814137 0.741702050882 -0.421161028892 -0.07536300517 -0.516548035436 -12.9263132232 6.22796449606 -5.42546164353}
	{381 2.968234 11.399467 11.131407 0.558464930501 0.516694935699 -0.440720945154 -0.47634894072 -0.625761085406 3.8413835365 -2.80018434399}
	{382 12.443778 5.617347 4.767161 0.846970067355 -0.38453603058 -0.36655502915 -0.0202770016125 -1.23732157518 1.83198600336 -10.7661477905}
